"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Andre Lewis","VAN","2014","M","48500","53500","2014-09-15"
"Victor Mansaray","SEA","2015","F","50000","53500","2015-09-15"
"DeAndre Yedlin","SEA","2013","D","50000","53500","2013-05-01"
"Taylor Peay","POR","2016","D","53472","53472","2016-09-15"
"Dominique Badji","COL","2016","F","53472","53472","2016-09-15"
"Travis Worra","DCU","2016","GK","53472","53472","2016-09-15"
"Connor Brandt","NYC","2016","M","53472","53472","2016-09-15"
"Taylor Peay","POR","2016","D","53472","53472","2016-05-15"
"Dominique Badji","COL","2016","F","53472","53472","2016-05-15"
"Travis Worra","DCU","2016","GK","53472","53472","2016-05-15"
"Connor Brandt","NYC","2016","M","53472","53472","2016-05-15"
"Patrick Doody","CHI","2016","D","53471","53471","2016-09-15"
"Patrick Doody","CHI","2016","D","53471","53471","2016-05-15"
"Christian Lucatero","HOU","2017","M","53000","53250","2017-04-15"
"Christian Lucatero","HOU","2017","M","53000","53250","2017-09-15"
"Víctor Pineda","CHI","2013","M","46500","53242.42","2013-08-01"
"Víctor Pineda","CHI","2013","M","46500","53242.42","2013-09-15"
"Víctor Pineda","CHI","2013","M","46500","53242.42","2013-05-01"
"Kwame Watson-Siriboe","RSL","2013","D","53240","53240","2013-08-01"
"Kwame Watson-Siriboe","RSL","2013","D","53240","53240","2013-09-15"
"Kwame Watson-Siriboe","RSL","2013","D","53240","53240","2013-05-01"
"Alejandro Zendejas","FCD","2014","F","36504","53170.67","2014-09-15"
"Gale Agbossoumonde","TOR","2013","D","46500","53166.67","2013-08-01"
"Gale Agbossoumonde","TOR","2013","D","46500","53166.67","2013-09-15"
"Gale Agbossoumonde","TOR","2013","D","46500","53166.67","2013-05-01"
"Memo Rodríguez","HOU","2017","M","53004","53004","2017-04-15"
"Cameron Iwasa","SKC","2017","F","53004","53004","2017-04-15"
"Taylor Hunter","HOU","2017","D","53004","53004","2017-04-15"
"Kyle Fisher","MTL","2017","D","53004","53004","2017-04-15"
"Devron García","ORL","2017","M","53004","53004","2017-04-15"
"Raheem Edwards","TOR","2017","F","53004","53004","2017-04-15"
"Zach Mathers","SEA","2017","M","53004","53004","2017-04-15"
"José Escalante","HOU","2017","M","53004","53004","2017-04-15"
"Anton Walkes","ATL","2017","D","53004","53004","2017-04-15"
"Hassan Ndam","NYRB","2017","D","53004","53004","2017-04-15"
"Thomas de Villardi","MIN","2017","D","53004","53004","2017-04-15"
"Aaron Jones","PHI","2017","D","53004","53004","2017-04-15"
"Connor Maloney","CLB","2017","D","53004","53004","2017-04-15"
"Nathan Smith","LAG","2017","D","53004","53004","2017-04-15"
"Jaime Villarreal","LAG","2017","M","53004","53004","2017-04-15"
"Justin Schmidt","RSL","2017","D","53004","53004","2017-04-15"
"Joshua Smith","NER","2017","D","53004","53004","2017-04-15"
"Henry Wingo","SEA","2017","D","53004","53004","2017-04-15"
"Dan Metzger","NYRB","2017","M","53004","53004","2017-04-15"
"Jack Elliott","PHI","2017","D","53004","53004","2017-04-15"
"Jordy Delem","SEA","2017","M","53004","53004","2017-04-15"
"Pierre Da Silva","ORL","2017","M","53004","53004","2017-04-15"
"Billy Heavner","MIN","2017","GK","53004","53004","2017-04-15"
"Brooks Lennon","RSL","2017","F","53004","53004","2017-04-15"
"Joseph Holland","HOU","2017","M","53004","53004","2017-04-15"
"Seyi Adekoya","SEA","2017","F","53004","53004","2017-04-15"
"Reagan Dunk","RSL","2017","D","53004","53004","2017-04-15"
"Jake McGuire","PHI","2017","GK","53004","53004","2017-04-15"
"Logan Ketterer","CLB","2017","GK","53004","53004","2017-04-15"
"Marcus Epps","PHI","2017","M","53004","53004","2017-04-15"
"Øyvind Alseth","TOR","2017","M","53004","53004","2017-04-15"
"Kwame Awuah","NYC","2017","D","53004","53004","2017-04-15"
"Stefan Cleveland","CHI","2017","GK","53004","53004","2017-04-15"
"Monday Etim","LAFC","2017","M","53004","53004","2017-04-15"
"Walker Hume","FCD","2017","D","53004","53004","2017-04-15"
"Lindo Mfeka","SJE","2017","M","53004","53004","2017-04-15"
"Colton Storm","SKC","2017","D","53004","53004","2017-04-15"
"Arun Basuljevic","NYRB","2017","M","53004","53004","2017-04-15"
"Andrew Wheeler-Omiunu","ATL","2017","M","53004","53004","2017-04-15"
"Brian Brown","PHI","2014","F","48504","53004","2014-09-15"
"Charlie Ward","HOU","2017","M","53004","53004","2017-09-15"
"Léo Pereira","ORL","2017","D","53004","53004","2017-09-15"
"Memo Rodríguez","HOU","2017","M","53004","53004","2017-09-15"
"Taylor Hunter","HOU","2017","D","53004","53004","2017-09-15"
"Kyle Fisher","MTL","2017","D","53004","53004","2017-09-15"
"Devron García","ORL","2017","M","53004","53004","2017-09-15"
"Raheem Edwards","TOR","2017","F","53004","53004","2017-09-15"
"Zach Mathers","SEA","2017","M","53004","53004","2017-09-15"
"José Escalante","HOU","2017","M","53004","53004","2017-09-15"
"Amer Didic","SKC","2017","D","53004","53004","2017-09-15"
"Anton Walkes","ATL","2017","D","53004","53004","2017-09-15"
"Evan Louro","NYRB","2017","GK","53004","53004","2017-09-15"
"Hassan Ndam","NYRB","2017","D","53004","53004","2017-09-15"
"Thomas de Villardi","MIN","2017","D","53004","53004","2017-09-15"
"Aaron Jones","PHI","2017","D","53004","53004","2017-09-15"
"Connor Maloney","CLB","2017","D","53004","53004","2017-09-15"
"Jaime Villarreal","LAG","2017","M","53004","53004","2017-09-15"
"Justin Schmidt","RSL","2017","D","53004","53004","2017-09-15"
"Henry Wingo","SEA","2017","D","53004","53004","2017-09-15"
"Dan Metzger","NYRB","2017","M","53004","53004","2017-09-15"
"Jack Elliott","PHI","2017","D","53004","53004","2017-09-15"
"Jordy Delem","SEA","2017","M","53004","53004","2017-09-15"
"Pierre Da Silva","ORL","2017","M","53004","53004","2017-09-15"
"Brooks Lennon","RSL","2017","F","53004","53004","2017-09-15"
"Joseph Holland","HOU","2017","M","53004","53004","2017-09-15"
"Seyi Adekoya","SEA","2017","F","53004","53004","2017-09-15"
"Reagan Dunk","RSL","2017","D","53004","53004","2017-09-15"
"Jake McGuire","PHI","2017","GK","53004","53004","2017-09-15"
"Logan Ketterer","CLB","2017","GK","53004","53004","2017-09-15"
"Marcus Epps","PHI","2017","M","53004","53004","2017-09-15"
"Øyvind Alseth","TOR","2017","M","53004","53004","2017-09-15"
"Kwame Awuah","NYC","2017","D","53004","53004","2017-09-15"
"Stefan Cleveland","CHI","2017","GK","53004","53004","2017-09-15"
"Monday Etim","LAFC","2017","M","53004","53004","2017-09-15"
"Walker Hume","FCD","2017","D","53004","53004","2017-09-15"
"Lindo Mfeka","SJE","2017","M","53004","53004","2017-09-15"
"Colton Storm","SKC","2017","D","53004","53004","2017-09-15"
"Arun Basuljevic","NYRB","2017","M","53004","53004","2017-09-15"
"Andrew Wheeler-Omiunu","ATL","2017","M","53004","53004","2017-09-15"
"Vincent Bezecourt","NYRB","2017","M","53004","53004","2017-09-15"
"Connor Sparrow","RSL","2017","GK","53004","53004","2017-09-15"
"Alex Kapp","MIN","2017","GK","53004","53004","2017-09-15"
"Reggie Cannon","FCD","2017","D","53000.04","53000.04","2017-04-15"
"Nick Besler","RSL","2017","M","53000.04","53000.04","2017-09-15"
"Deybi Flores","VAN","2017","M","53000.04","53000.04","2017-09-15"
"Reggie Cannon","FCD","2017","D","53000.04","53000.04","2017-09-15"
"Tyler Pasher","SKC","2017","D","53000","53000","2017-04-15"
"Kendall McIntosh","POR","2017","GK","53000","53000","2017-04-15"
"Adrián Zendejas","SKC","2017","GK","53000","53000","2017-04-15"
"Mason Stajduhar","ORL","2017","GK","53000","53000","2017-04-15"
"Dániel Sallói","SKC","2017","F","53000","53000","2017-04-15"
"Jeffrey Otoo","ATL","2017","M","53000","53000","2017-04-15"
"Marco Farfan","POR","2017","D","53000","53000","2017-04-15"
"Jesús Ferreira","FCD","2017","F","53000","53000","2017-04-15"
"Tyler Pasher","SKC","2017","D","53000","53000","2017-09-15"
"Kendall McIntosh","POR","2017","GK","53000","53000","2017-09-15"
"Adrián Zendejas","SKC","2017","GK","53000","53000","2017-09-15"
"Mason Stajduhar","ORL","2017","GK","53000","53000","2017-09-15"
"Dániel Sallói","SKC","2017","F","53000","53000","2017-09-15"
"Jeffrey Otoo","ATL","2017","M","53000","53000","2017-09-15"
"Marco Farfan","POR","2017","D","53000","53000","2017-09-15"
"Jesús Ferreira","FCD","2017","F","53000","53000","2017-09-15"
"Sean Okoli","NYC","2017","F","52999.92","52999.92","2017-04-15"
"Nouhou Tolo","SEA","2017","D","52999.92","52999.92","2017-04-15"
"Sean Okoli","NYC","2017","F","52999.92","52999.92","2017-09-15"
"Nouhou Tolo","SEA","2017","D","52999.92","52999.92","2017-09-15"
"Joseph Greenspan","COL","2016","D","51500.04","52969.12","2016-09-15"
"Joe Nasco","COL","2014","GK","50000","52693.83","2014-04-01"
"Joe Nasco","COL","2014","GK","50000","52693.83","2014-09-15"
"Maxime Crépeau","MTL","2016","GK","52500","52500","2016-09-15"
"Rob Lovejoy","HOU","2016","M","52500","52500","2016-09-15"
"Earl Edwards Jr.","ORL","2016","GK","52500","52500","2016-09-15"
"Charlie Lyon","SEA","2016","GK","52500","52500","2016-09-15"
"Matheus Silva","SJE","2016","M","52500","52500","2016-09-15"
"Ben McKendry","VAN","2016","M","52500","52500","2016-09-15"
"Marco Delgado","CHV","2013","M","50000","52500","2013-08-01"
"Marco Delgado","CHV","2013","M","50000","52500","2013-09-15"
"Zach Scott","SEA","2014","D","52500","52500","2014-04-01"
"Zach Scott","SEA","2014","D","52500","52500","2014-09-15"
"Sergio Campbell","CLB","2015","D","50000","52500","2015-07-15"
"Sergio Campbell","CLB","2015","D","50000","52500","2015-09-15"
"Maxime Crépeau","MTL","2016","GK","52500","52500","2016-05-15"
"Rob Lovejoy","HOU","2016","M","52500","52500","2016-05-15"
"Earl Edwards Jr.","ORL","2016","GK","52500","52500","2016-05-15"
"Anthony Manning","POR","2016","D","52500","52500","2016-05-15"
"Charlie Lyon","SEA","2016","GK","52500","52500","2016-05-15"
"Matheus Silva","SJE","2016","M","52500","52500","2016-05-15"
"Ben McKendry","VAN","2016","M","52500","52500","2016-05-15"
"Marco Delgado","CHV","2013","M","50000","52500","2013-05-01"
"Josh Williams","CLB","2013","D","52313","52313","2013-08-01"
"Josh Williams","CLB","2013","D","52313","52313","2013-09-15"
"Raymon Gaddis","PHI","2014","D","52313","52313","2014-04-01"
"Raymon Gaddis","PHI","2014","D","52313","52313","2014-09-15"
